order_id,customer_name,region,product_id,product_name,unit_price,quantity,order_date
ORD001062,Matthew Nelson,Central,P004,27in Monitor,249.0,4,2026-05-26
ORD001063,Heidi Matthews,West,P005,Webcam HD,59.99,5,2026-07-11
ORD001064,Clinton Johnson,South,P007,Noise Cancelling Headphones,199.99,2,2026-06-20
ORD001065,Teresa Haynes,North,P002,Mechanical Keyboard,89.99,2,2026-04-23
ORD001066,Brian Brown,North,P002,Mechanical Keyboard,89.99,5,2026-07-04
ORD001067,Allison Sanders,East,P003,USB-C Hub,34.5,1,2026-06-23
ORD001068,Dennis Moore,East,P003,USB-C Hub,34.5,5,2026-06-13
ORD001069,Ellen Wright,East,P008,Desk Lamp,24.99,1,2026-05-11
ORD001070,Bonnie Roberson,East,P005,Webcam HD,59.99,5,2026-04-18
ORD001071,Shannon Nguyen,West,P003,USB-C Hub,34.5,2,2026-05-28
ORD001072,Kimberly Nelson,Central,P006,Laptop Stand,45.0,1,2026-05-26
ORD001073,Melissa Thompson,North,P001,Wireless Mouse,19.99,4,2026-06-08
ORD001074,Madison Elliott,Central,P005,Webcam HD,59.99,5,2026-06-02
ORD001075,Emily Reed,West,P001,Wireless Mouse,19.99,5,2026-06-03
ORD001076,Jessica Diaz,South,P003,USB-C Hub,34.5,1,2026-05-09
ORD001077,Aaron Ochoa,Central,P008,Desk Lamp,24.99,1,2026-07-01
ORD001078,John Smith,West,P001,Wireless Mouse,19.99,3,2026-07-07
ORD001079,Karen Smith,Central,P002,Mechanical Keyboard,89.99,1,2026-05-24
ORD001080,David Smith,West,P002,Mechanical Keyboard,89.99,2,2026-05-19
ORD001081,Justin Foster,East,P003,USB-C Hub,34.5,1,2026-04-30
ORD001082,Jean Gray,North,P006,Laptop Stand,45.0,3,2026-05-09
ORD001083,David Duran,Central,P004,27in Monitor,249.0,4,2026-07-06
ORD001084,Melinda Mitchell,West,P008,Desk Lamp,24.99,5,2026-06-21
ORD001085,Jennifer Castaneda,Central,P001,Wireless Mouse,19.99,3,2026-05-02
ORD001086,Mark Williamson,West,P003,USB-C Hub,34.5,3,2026-05-10
ORD001087,Chelsea Smith,South,P003,USB-C Hub,34.5,3,2026-04-20
ORD001088,,West,P008,Desk Lamp,24.99,1,2026-05-10
ORD001089,Monica Hall,West,P003,USB-C Hub,34.5,1,2026-04-29
ORD001090,Glenn Collins DDS,Central,P006,Laptop Stand,45.0,2,2026-07-14
ORD001091,Rick Rivera,North,P002,Mechanical Keyboard,89.99,3,2026-06-30
ORD001092,Amy Rowe,East,P007,Noise Cancelling Headphones,199.99,2,2026-04-22
ORD001093,Corey Skinner,East,P008,Desk Lamp,24.99,3,2026-06-28
ORD001093,Barbara Tate,North,P001,Wireless Mouse,19.99,-1,2026-05-08
ORD001095,Jessica Rojas,West,P003,USB-C Hub,34.5,4,2026-04-19
ORD001096,Ray Boyd,West,P002,Mechanical Keyboard,89.99,5,2026-07-13
ORD001097,Michael Collins,North,P006,Laptop Stand,45.0,4,2026-05-15
ORD001098,Amanda Pineda,East,P001,Wireless Mouse,19.99,2,2026-06-01
ORD001099,Mark Gonzalez,West,P005,Webcam HD,59.99,2,2026-07-04
ORD001100,Claudia Rodriguez,West,P004,27in Monitor,249.0,1,2026-06-11
ORD001101,Christopher Hill,Central,P003,USB-C Hub,34.5,5,2026-04-26
ORD001102,Alexa Williams,Central,P003,USB-C Hub,34.5,1,2026-06-25
ORD001103,Kyle Watson,North,P005,Webcam HD,59.99,2,2026-04-24
ORD001104,Brandon Montgomery,North,P005,Webcam HD,59.99,5,2026-07-08
ORD001105,Lori Brown DDS,West,P001,Wireless Mouse,19.99,3,2026-06-18
ORD001106,Beth Hall,South,P006,Laptop Stand,45.0,5,2026-07-13
ORD001107,Nicole Trujillo,East,P006,Laptop Stand,45.0,1,2026-05-25
ORD001108,Michael Howard,South,P004,27in Monitor,249.0,4,2026-04-28
ORD001109,Karina Kim,North,P002,Mechanical Keyboard,89.99,1,2026-05-12
ORD001110,Cheryl Lopez,South,P005,Webcam HD,59.99,2,2026-05-17
ORD001111,Denise Guerra,Central,P004,27in Monitor,249.0,1,2026-07-07
ORD001112,Andrea Moore,North,P002,Mechanical Keyboard,89.99,1,2026-05-12
ORD001113,Jacob Smith,West,P003,USB-C Hub,34.5,1,2026-06-12
ORD001114,Cody Smith,East,P002,Mechanical Keyboard,89.99,1,2026-07-02
ORD001115,Cynthia Le,Central,P007,Noise Cancelling Headphones,199.99,2,2026-06-14
ORD001116,Jasmine Warren,North,P002,Mechanical Keyboard,89.99,3,2026-05-30
ORD001117,Lisa Morris,North,P002,Mechanical Keyboard,89.99,1,2026-06-12
ORD001118,Joseph Jones,West,P003,USB-C Hub,34.5,5,2026-06-30
ORD001119,Shane Harris,East,P003,USB-C Hub,34.5,1,2026-05-29
ORD001120,Kenneth Huff,Central,P006,Laptop Stand,45.0,3,2026-06-14
ORD001121,Meredith Scott,North,P006,Laptop Stand,45.0,3,2026-05-18
ORD001122,Andrea Conrad,Central,P004,27in Monitor,249.0,5,2026-05-04
ORD001123,Steve Miller PhD,East,P004,27in Monitor,249.0,2,2026-04-21
ORD001124,Teresa Perry,Central,P008,Desk Lamp,24.99,5,2026-05-19
ORD001125,Samantha Baker,North,P006,Laptop Stand,45.0,2,2026-04-19
ORD001126,Eric Blackburn,South,P004,27in Monitor,249.0,4,2026-07-11
ORD001127,Neil Schmidt,North,P007,Noise Cancelling Headphones,199.99,2,2026-05-03
ORD001128,Danielle Garrett,South,P002,Mechanical Keyboard,89.99,2,2026-05-02
ORD001129,Jennifer Garcia,South,P001,Wireless Mouse,19.99,2,2026-06-12
ORD001130,Jimmy Ortega,South,P004,27in Monitor,249.0,2,2026-07-04
ORD001131,Christopher Morales,North,P003,USB-C Hub,34.5,4,2026-05-16
ORD001132,Zachary Ramos,Central,P006,Laptop Stand,45.0,3,2026-05-17
ORD001133,William Nguyen,South,P002,Mechanical Keyboard,89.99,1,2026-05-19
ORD001134,Jessica Swanson,South,P006,Laptop Stand,45.0,3,2026-06-09
ORD001135,Cindy Cannon,North,P005,Webcam HD,59.99,2,2026-07-08
ORD001136,Tyrone West,West,P008,Desk Lamp,24.99,2,2026-05-21
ORD001137,Victoria Larson,Central,P007,Noise Cancelling Headphones,199.99,5,2026-06-01
ORD001138,Elizabeth Evans MD,Central,P008,Desk Lamp,24.99,4,2026-07-02
ORD001139,Rodney Norris,South,P001,Wireless Mouse,19.99,2,2026-05-10
ORD001140,Kristie Howe,East,P007,Noise Cancelling Headphones,199.99,4,2026-04-29
ORD001141,Henry Taylor,South,P005,Webcam HD,59.99,4,2026-05-19
ORD001142,Crystal Shepherd,West,P007,Noise Cancelling Headphones,199.99,4,2026-04-24
ORD001143,Thomas Navarro,East,P001,Wireless Mouse,19.99,2,2026-06-20
ORD001144,Carrie Petersen,North,P002,Mechanical Keyboard,89.99,3,2026-06-17
ORD001145,Susan Larson,East,P006,Laptop Stand,45.0,2,2026-05-13
ORD001146,Laura Miller,South,P005,Webcam HD,59.99,2,2026-04-21
ORD001147,Hannah Montoya,East,P005,Webcam HD,59.99,1,2026-05-23
ORD001148,Sheila Perez,North,P007,Noise Cancelling Headphones,199.99,5,2026-06-13
ORD001149,Alexandra Waters,South,P003,USB-C Hub,34.5,4,2026-05-20
ORD001150,Andrew Fernandez,North,P008,Desk Lamp,24.99,4,2026-04-29
ORD001151,Connie Williams,Central,P007,Noise Cancelling Headphones,199.99,2,2026-06-20
ORD001152,Jeremy Larson,East,P005,Webcam HD,59.99,1,2026-05-31
ORD001153,Dylan Foster,Central,P007,Noise Cancelling Headphones,199.99,5,2026-04-27
ORD001154,Kenneth Williams,Central,P003,USB-C Hub,34.5,3,2026-05-21
ORD001155,Jonathan Ayala,North,P007,Noise Cancelling Headphones,199.99,2,2026-04-27
ORD001156,Justin Freeman,North,P008,Desk Lamp,24.99,3,2026-06-13
ORD001157,Luis Fitzgerald,North,P008,Desk Lamp,24.99,1,2026-05-08
ORD001158,Ricardo Morris,North,P005,Webcam HD,59.99,5,2026-07-08
ORD001159,Michael Henderson,North,P007,Noise Cancelling Headphones,199.99,4,2026-05-17
ORD001160,Kirk Johnson,South,P007,Noise Cancelling Headphones,199.99,2,2026-05-13
ORD001161,Lisa Branch MD,East,P003,USB-C Hub,34.5,5,2026-04-29
ORD001162,,South,P005,Webcam HD,59.99,2,2026-05-19
ORD001163,Sarah Rodriguez,Central,P004,27in Monitor,249.0,5,2026-04-20
ORD001164,Tammy Melton,West,P002,Mechanical Keyboard,89.99,3,2026-06-28
ORD001165,Michael Rodriguez,South,P007,Noise Cancelling Headphones,199.99,5,2026-05-26
ORD001166,Daniel Medina,South,P007,Noise Cancelling Headphones,199.99,4,2026-05-04
ORD001167,Deanna Webb,South,P001,Wireless Mouse,19.99,2,2026-06-20
ORD001168,Michael Smith,West,P002,Mechanical Keyboard,89.99,2,2026-06-07
ORD001169,Amanda Jackson,East,P002,Mechanical Keyboard,89.99,1,2026-05-11
ORD001170,Lisa Brown,West,P001,Wireless Mouse,19.99,4,2026-06-13
ORD001171,,North,P007,Noise Cancelling Headphones,199.99,1,2026-07-01
ORD001172,Sharon Smith,North,P008,Desk Lamp,24.99,4,2026-07-03
ORD001173,Crystal James,South,P003,USB-C Hub,34.5,4,2026-07-12
ORD001174,Ethan Delacruz,West,P005,Webcam HD,59.99,1,2026-06-02
ORD001175,Jonathan Ellis,South,P005,Webcam HD,59.99,2,2026-07-08
ORD001176,David Moreno,Central,P004,27in Monitor,249.0,4,2026-05-16
ORD001177,Christopher Reed,,P007,Noise Cancelling Headphones,199.99,3,2026-05-17
ORD001178,Cynthia Good,South,P004,27in Monitor,249.0,3,2026-05-31
ORD001179,Lori Johns,North,P006,Laptop Stand,45.0,2,2026-07-05
ORD001180,Alyssa Peters,Central,P003,USB-C Hub,34.5,2,2026-05-11
ORD001181,Steven Sandoval,Central,P004,27in Monitor,249.0,5,2026-04-23
ORD001182,Tyler Salazar,North,P002,Mechanical Keyboard,89.99,3,2026-06-11
ORD001183,David Hernandez,East,P008,Desk Lamp,24.99,2,2026-07-12
ORD001184,Erin Daniels,Central,P004,27in Monitor,249.0,4,2026-05-04
ORD001185,Joshua Mcbride,Central,P003,USB-C Hub,34.5,3,2026-07-02
ORD001186,Michael Mills,East,P003,USB-C Hub,34.5,3,2026-04-28
ORD001187,Vanessa Thomas DVM,West,P001,Wireless Mouse,19.99,5,2026-07-07
ORD001188,Justin Fry,North,P001,Wireless Mouse,19.99,2,2026-04-26
ORD001189,Shawn Acosta,West,P002,Mechanical Keyboard,89.99,1,2026-06-23
ORD001190,Jennifer Jenkins,Central,P001,Wireless Mouse,19.99,2,2026-05-25
ORD001191,Stephanie Mahoney,North,P003,USB-C Hub,34.5,3,2026-05-10
ORD001192,Ashley Lopez,East,P005,Webcam HD,59.99,1,2026-06-23
ORD001193,Debra Bradley,West,P004,27in Monitor,249.0,2,2026-05-06
ORD001194,Michael Howard,South,P002,Mechanical Keyboard,89.99,4,2026-06-16
ORD001195,Jonathan Jacobs,Central,P003,USB-C Hub,34.5,1,2026-06-19
ORD001196,Samuel Henry,East,P002,Mechanical Keyboard,89.99,4,2026-04-28
ORD001197,Andrew Duran,West,P004,27in Monitor,249.0,3,2026-04-17
ORD001198,Jason Newton,East,P008,Desk Lamp,24.99,1,2026-07-13
ORD001199,Andrea Ho,West,P007,Noise Cancelling Headphones,199.99,2,2026-07-13
ORD001200,Katherine Nguyen,Central,P005,Webcam HD,59.99,5,2026-05-27
ORD001201,Jared Williams,Central,P008,Desk Lamp,24.99,3,2026-06-21
ORD001202,Erik Carr,North,P004,27in Monitor,249.0,2,2026-06-21
ORD001203,Kelly Liu,West,P008,Desk Lamp,24.99,4,2026-06-25
ORD001204,Jocelyn Wilcox,North,P002,Mechanical Keyboard,89.99,4,2026-04-19
ORD001205,Kelly Foster PhD,East,P007,Noise Cancelling Headphones,199.99,3,2026-06-05
ORD001206,Lydia Williams,South,P001,Wireless Mouse,19.99,4,2026-05-12
ORD001207,Eric Carey,West,P001,Wireless Mouse,19.99,2,2026-05-27
ORD001208,Louis Brown,North,P003,USB-C Hub,34.5,1,2026-06-01
ORD001209,Ronald Hayes,West,P002,Mechanical Keyboard,89.99,5,2026-06-20
ORD001210,Richard Pace,West,P007,Noise Cancelling Headphones,199.99,5,2026-06-17
ORD001211,Jason Hayes,East,P002,Mechanical Keyboard,89.99,5,2026-05-02
ORD001212,,South,P007,Noise Cancelling Headphones,199.99,-1,2026-05-26
ORD001213,Michael Meadows,East,P007,Noise Cancelling Headphones,199.99,5,2026-06-26
ORD001214,Becky Wilson,Central,P003,USB-C Hub,34.5,2,2026-05-26
ORD001215,Joseph Cruz,South,P003,USB-C Hub,34.5,2,2026-06-26
ORD001216,Tiffany Gray,Central,P007,Noise Cancelling Headphones,199.99,4,2026-05-20
ORD001217,Susan Cunningham,North,P002,Mechanical Keyboard,89.99,4,2026-06-14
ORD001218,Sean White,North,P002,Mechanical Keyboard,89.99,1,2026-06-19
ORD001219,Eric Mack,West,P004,27in Monitor,249.0,5,2026-05-26
ORD001220,Autumn Anderson,Central,P008,Desk Lamp,24.99,4,2026-05-04
ORD001221,Dawn Ellis,West,P006,Laptop Stand,45.0,2,2026-07-01
ORD001222,,West,P006,Laptop Stand,45.0,1,2026-05-07
ORD001223,Karen Ortiz,South,P002,Mechanical Keyboard,89.99,5,2026-04-23
ORD001224,Dana Kelley,,P008,Desk Lamp,24.99,5,2026-06-10
ORD001225,Samantha Williams,North,P006,Laptop Stand,45.0,1,2026-04-29
ORD001226,Amanda Nash,Central,P004,27in Monitor,249.0,5,2026-06-15
ORD001227,Elizabeth Knapp,East,P008,Desk Lamp,24.99,1,2026-04-20
ORD001228,Christopher Powers,North,P001,Wireless Mouse,19.99,2,2026-06-09
ORD001229,Linda Cobb,North,P008,Desk Lamp,24.99,2,2026-05-01
ORD001230,Kent Huynh,North,P003,USB-C Hub,34.5,1,2026-04-24
ORD001231,Jacob Gray,West,P005,Webcam HD,59.99,2,2026-04-22
ORD001232,Joshua Carter,East,P008,Desk Lamp,24.99,1,2026-04-28
ORD001233,Denise Rose,West,P002,Mechanical Keyboard,89.99,3,2026-06-02
ORD001234,Lisa Rodriguez,North,P007,Noise Cancelling Headphones,199.99,2,2026-06-20
ORD001235,Victoria Webb,South,P004,27in Monitor,249.0,1,2026-06-16
ORD001236,Victoria Mitchell,Central,P001,Wireless Mouse,19.99,3,2026-06-09
ORD001236,Joseph Carney,Central,P006,Laptop Stand,45.0,2,2026-05-17
ORD001238,Justin Stone,East,P008,Desk Lamp,24.99,3,2026-06-11
ORD001239,Christopher Lynch DDS,North,P005,Webcam HD,59.99,2,2026-07-13
ORD001240,Alexander Garrett,Central,P002,Mechanical Keyboard,89.99,3,2026-04-26
ORD001241,Rebecca Duarte,East,P007,Noise Cancelling Headphones,199.99,1,2026-05-23
ORD001242,Justin Walsh,South,P004,27in Monitor,249.0,1,2026-04-17
ORD001243,Douglas Tyler,East,P003,USB-C Hub,34.5,1,2026-05-13
ORD001244,Erica Smith,East,P007,Noise Cancelling Headphones,199.99,4,2026-06-16
ORD001245,Nathaniel Gilbert,Central,P007,Noise Cancelling Headphones,199.99,1,2026-04-18
ORD001246,Gary Morgan,Central,P005,Webcam HD,59.99,4,2026-06-15
ORD001247,Rebecca Brewer,South,P003,USB-C Hub,34.5,-1,2026-05-29
ORD001248,Stephanie Herrera,West,P002,Mechanical Keyboard,89.99,2,2026-05-16
ORD001249,Jennifer Newton,North,P006,Laptop Stand,45.0,4,2026-06-30
ORD001250,Nathaniel Stewart,West,P007,Noise Cancelling Headphones,199.99,2,2026-06-03
ORD001251,Michael Marsh,West,P005,Webcam HD,59.99,5,2026-07-04
ORD001252,Wayne Ramirez,West,P002,Mechanical Keyboard,89.99,4,2026-04-18
ORD001253,Miss Sarah Duncan,West,P002,Mechanical Keyboard,89.99,1,2026-05-21
ORD001254,Sharon Walton,North,P008,Desk Lamp,24.99,3,2026-06-18
ORD001255,Andres Gutierrez,North,P007,Noise Cancelling Headphones,199.99,3,2026-05-30
ORD001256,Jesse Sampson,North,P003,USB-C Hub,34.5,4,2026-05-05
ORD001257,Brian Glover,Central,P008,Desk Lamp,24.99,1,2026-06-25
ORD001258,Jill Johnson,Central,P004,27in Monitor,249.0,-1,2026-05-29
ORD001259,Cheryl Mclean,Central,P006,Laptop Stand,45.0,1,2026-06-20
ORD001260,Patricia Thomas,Central,P001,Wireless Mouse,19.99,1,2026-07-03
ORD001261,Teresa Rhodes,Central,P001,Wireless Mouse,19.99,2,2026-04-27
ORD001262,Julia Reeves,East,P003,USB-C Hub,34.5,5,2026-06-02
ORD001263,Timothy Mcdaniel,North,P004,27in Monitor,249.0,1,2026-06-08
ORD001264,John Williams,South,P004,27in Monitor,249.0,2,2026-06-01
ORD001265,Emily Lane,East,P007,Noise Cancelling Headphones,199.99,1,2026-05-14
ORD001266,Erica Lee,South,P002,Mechanical Keyboard,89.99,3,2026-05-10
ORD001267,Jeremy Wilson,Central,P004,27in Monitor,249.0,3,2026-04-29
ORD001268,Adrian Dean,Central,P007,Noise Cancelling Headphones,199.99,4,2026-06-01
ORD001269,Gregory Flores,North,P007,Noise Cancelling Headphones,199.99,1,2026-04-28
ORD001270,,West,P004,27in Monitor,249.0,3,2026-04-22
ORD001271,Gina Wallace,East,P002,Mechanical Keyboard,89.99,2,2026-04-27
ORD001272,Michael Rodriguez,Central,P006,Laptop Stand,45.0,5,2026-04-20
ORD001273,Christopher Carlson,Central,P006,Laptop Stand,45.0,4,2026-06-08
ORD001274,,Central,P003,USB-C Hub,34.5,3,2026-05-14
ORD001275,Michelle Lambert,East,P005,Webcam HD,59.99,1,2026-06-03
ORD001276,Nicole Owens,East,P008,Desk Lamp,24.99,2,2026-04-27
ORD001277,Tamara Mcdonald,South,P007,Noise Cancelling Headphones,199.99,5,2026-05-27
ORD001278,Michelle Marshall,North,P007,Noise Cancelling Headphones,199.99,3,2026-05-06
ORD001279,Scott Jensen,Central,P001,Wireless Mouse,19.99,1,2026-07-07
ORD001280,Michael Ortega,South,P007,Noise Cancelling Headphones,199.99,5,2026-06-25
ORD001281,,South,P002,Mechanical Keyboard,89.99,4,2026-05-28
ORD001282,Joel Jackson,Central,P006,Laptop Stand,45.0,2,2026-06-24
ORD001283,Bethany Garcia,South,P003,USB-C Hub,34.5,5,2026-06-28
ORD001284,Erika Banks,South,P001,Wireless Mouse,19.99,4,2026-06-26
ORD001285,Jennifer Gutierrez,North,P004,27in Monitor,249.0,5,2026-06-10
ORD001286,Valerie Reyes,East,P001,Wireless Mouse,19.99,5,2026-05-16
ORD001287,Leslie Mueller,West,P001,Wireless Mouse,19.99,-1,2026-05-25
ORD001288,Kimberly Young,East,P005,Webcam HD,59.99,3,2026-06-14
ORD001289,Timothy Andrews,North,P002,Mechanical Keyboard,89.99,4,2026-05-29
ORD001290,Julie Peters,East,P008,Desk Lamp,24.99,1,2026-06-28
ORD001291,Tyler Jones,East,P007,Noise Cancelling Headphones,199.99,2,2026-04-25
ORD001292,Patricia Gray,,P003,USB-C Hub,34.5,2,2026-05-30
ORD001293,Ann Montoya,South,P002,Mechanical Keyboard,89.99,2,2026-07-04
ORD001294,Makayla Smith,East,P003,USB-C Hub,34.5,2,2026-04-29
ORD001295,Joseph Price,West,P003,USB-C Hub,34.5,3,2026-06-07
ORD001296,Michael Stewart,North,P007,Noise Cancelling Headphones,199.99,2,2026-06-06
ORD001296,Elizabeth Harding,East,P001,Wireless Mouse,19.99,2,2026-05-25
ORD001298,Mrs. Ann Smith,North,P008,Desk Lamp,24.99,3,2026-07-13
ORD001299,Cameron Phillips,North,P003,USB-C Hub,34.5,2,2026-05-19
ORD001300,Amy Warner,North,P007,Noise Cancelling Headphones,199.99,2,2026-06-28
ORD001301,Scott Glenn,West,P003,USB-C Hub,34.5,2,2026-05-07
ORD001302,Jennifer Flores,North,P007,Noise Cancelling Headphones,199.99,1,2026-05-20
ORD001303,Joshua Bates,West,P004,27in Monitor,249.0,2,2026-05-28
ORD001304,James Middleton,East,P002,Mechanical Keyboard,89.99,3,2026-06-30
ORD001305,,East,P003,USB-C Hub,34.5,1,2026-04-28
ORD001306,Alan Griffith,West,P002,Mechanical Keyboard,89.99,4,2026-05-29
ORD001307,William Miller,South,P001,Wireless Mouse,19.99,5,2026-06-12
ORD001308,Jesus Mccormick,South,P006,Laptop Stand,45.0,2,2026-06-09
ORD001309,Christopher Hicks,South,P002,Mechanical Keyboard,89.99,1,2026-06-04
ORD001310,Henry Lopez,South,P006,Laptop Stand,45.0,3,2026-06-09
ORD001311,Sarah Young,Central,P007,Noise Cancelling Headphones,199.99,5,2026-05-31
ORD001312,Joshua Richardson,West,P002,Mechanical Keyboard,89.99,4,2026-07-13
ORD001313,Michele Wilson,South,P003,USB-C Hub,34.5,5,2026-05-29
ORD001314,Brenda Simon,Central,P004,27in Monitor,249.0,4,2026-07-13
ORD001314,Dr. Julie Miller,West,P007,Noise Cancelling Headphones,199.99,5,2026-07-05
ORD001316,John Harmon,Central,P004,27in Monitor,249.0,5,2026-07-11
ORD001317,Mark Yates,East,P005,Webcam HD,59.99,2,2026-05-14
ORD001318,Greg Osborne,South,P004,27in Monitor,249.0,3,2026-05-28
ORD001319,Julie Gross,South,P001,Wireless Mouse,19.99,-1,2026-05-23
ORD001320,Rebecca Roberts,Central,P006,Laptop Stand,45.0,3,2026-04-19
ORD001321,Nicole Acosta,North,P005,Webcam HD,59.99,3,2026-06-05
ORD001322,John Jackson,Central,P003,USB-C Hub,34.5,3,2026-04-20
ORD001323,Rhonda Weber MD,East,P002,Mechanical Keyboard,89.99,4,2026-04-23
ORD001324,Sarah Ramirez,South,P008,Desk Lamp,24.99,2,2026-04-27
ORD001325,Scott Smith,West,P003,USB-C Hub,34.5,4,2026-04-26
ORD001326,Kevin Hernandez,South,P003,USB-C Hub,34.5,4,2026-05-26
ORD001327,Debbie Haynes,South,P005,Webcam HD,59.99,1,2026-05-29
ORD001328,Shannon Cooper,West,P003,USB-C Hub,34.5,1,2026-04-23
ORD001329,Timothy Moore,West,P003,USB-C Hub,34.5,1,2026-05-30
ORD001330,Patricia Young MD,North,P001,Wireless Mouse,19.99,2,2026-06-12
ORD001331,Nicholas Reed,East,P001,Wireless Mouse,19.99,1,2026-06-12
ORD001332,Audrey Jackson,West,P008,Desk Lamp,24.99,2,2026-05-21
ORD001333,Paul Goodwin,North,P002,Mechanical Keyboard,89.99,1,2026-06-02
ORD001334,,South,P007,Noise Cancelling Headphones,199.99,2,2026-04-29
ORD001335,Alexandra Ho,West,P005,Webcam HD,59.99,2,2026-05-26
ORD001336,Tonya Vega,South,P008,Desk Lamp,24.99,2,2026-04-19
ORD001337,Marcia Blanchard,North,P006,Laptop Stand,45.0,1,2026-05-24
ORD001338,Shannon Rogers,West,P006,Laptop Stand,45.0,5,2026-05-10
ORD001339,Matthew Myers,East,P005,Webcam HD,59.99,3,2026-06-24
ORD001340,Morgan Chapman,South,P002,Mechanical Keyboard,89.99,1,2026-05-03
ORD001341,Michael White,North,P008,Desk Lamp,24.99,4,2026-06-04
ORD001342,Sandra Smith,South,P002,Mechanical Keyboard,89.99,3,2026-04-24
ORD001343,Jeremy Robinson,East,P008,Desk Lamp,24.99,4,2026-05-11
ORD001344,Alexander Davis,Central,P007,Noise Cancelling Headphones,199.99,4,2026-07-09
ORD001345,Sara Sampson,West,P007,Noise Cancelling Headphones,199.99,1,2026-06-12
ORD001346,Barbara Gates,North,P004,27in Monitor,249.0,1,2026-04-27
ORD001347,Stephanie Knight,North,P008,Desk Lamp,24.99,2,2026-07-12
ORD001348,Melissa King,Central,P003,USB-C Hub,34.5,3,2026-05-28
ORD001349,Margaret Livingston,North,P004,27in Monitor,249.0,1,2026-05-10
ORD001350,Steven Carrillo,North,P001,Wireless Mouse,19.99,4,2026-05-15
ORD001351,Benjamin Waters,South,P003,USB-C Hub,34.5,1,2026-05-20
ORD001352,Anthony Sosa,West,P007,Noise Cancelling Headphones,199.99,2,2026-05-09
ORD001353,John Mcfarland,East,P005,Webcam HD,59.99,4,2026-06-09
ORD001354,Johnathan Thomas,North,P002,Mechanical Keyboard,89.99,2,2026-06-24
ORD001355,Mason Gaines,West,P007,Noise Cancelling Headphones,199.99,4,2026-06-19
ORD001356,Benjamin Duncan,South,P005,Webcam HD,59.99,2,2026-05-08
ORD001357,Steven Hernandez,North,P003,USB-C Hub,34.5,2,2026-06-12
ORD001358,Mary Adams,West,P002,Mechanical Keyboard,89.99,4,2026-06-18
ORD001359,Laura Robertson,North,P007,Noise Cancelling Headphones,199.99,2,2026-07-09
ORD001360,Jeffrey Anthony DDS,Central,P001,Wireless Mouse,19.99,2,2026-06-25
ORD001361,April Finley,North,P005,Webcam HD,59.99,2,2026-06-28
ORD001362,Mr. Timothy Howard,West,P001,Wireless Mouse,19.99,5,2026-06-16
ORD001363,Mark Benjamin,West,P001,Wireless Mouse,19.99,3,2026-04-24
ORD001364,Tonya Miller,North,P006,Laptop Stand,45.0,2,2026-05-27
ORD001365,Maria Thompson,West,P003,USB-C Hub,34.5,1,2026-04-19
ORD001366,Connor Dominguez,North,P003,USB-C Hub,34.5,2,2026-07-05
ORD001367,Heather Miller,South,P004,27in Monitor,249.0,2,2026-06-11
ORD001368,Brenda Lee,East,P006,Laptop Stand,45.0,4,2026-06-19
ORD001369,Katherine Brown,Central,P001,Wireless Mouse,19.99,4,2026-06-03
ORD001370,Joseph Flowers,South,P008,Desk Lamp,24.99,1,2026-05-26
ORD001371,Amanda Brown PhD,East,P002,Mechanical Keyboard,89.99,4,2026-04-19
ORD001372,Robert Contreras,South,P006,Laptop Stand,45.0,3,2026-05-27
ORD001373,Shelly Hernandez,South,P005,Webcam HD,59.99,4,2026-06-07
ORD001374,Amanda Thomas,Central,P006,Laptop Stand,45.0,3,2026-06-13
ORD001375,Thomas Williams,West,P006,Laptop Stand,45.0,3,2026-06-18
ORD001376,Christopher Williams,North,P001,Wireless Mouse,19.99,5,2026-05-13
ORD001377,Joy Jackson,East,P001,Wireless Mouse,19.99,2,2026-06-08
ORD001378,Ashley Crawford,North,P004,27in Monitor,249.0,4,2026-06-26
ORD001379,Robert Simmons,North,P008,Desk Lamp,24.99,1,2026-06-28
ORD001380,Miss Erika Daugherty,East,P004,27in Monitor,249.0,4,2026-06-06
ORD001381,Russell Mcguire,North,P008,Desk Lamp,24.99,1,2026-06-23
ORD001382,Gabriela Martinez,Central,P004,27in Monitor,249.0,3,2026-04-28
ORD001383,Michael Tran,South,P007,Noise Cancelling Headphones,199.99,4,2026-05-25
ORD001384,Amanda Garcia,North,P005,Webcam HD,59.99,3,2026-07-01
ORD001385,Paula Smith,East,P008,Desk Lamp,24.99,4,2026-05-29
ORD001386,Christopher Davis,East,P007,Noise Cancelling Headphones,199.99,3,2026-06-13
ORD001387,Jennifer Aguirre,South,P008,Desk Lamp,24.99,5,2026-06-24
ORD001388,Christine Bowman,Central,P007,Noise Cancelling Headphones,199.99,1,2026-06-02
ORD001389,Todd Bishop,East,P003,USB-C Hub,34.5,3,2026-04-19
ORD001390,Jonathan Clements,West,P008,Desk Lamp,24.99,3,2026-06-11
ORD001391,Hannah Smith,Central,P003,USB-C Hub,34.5,4,2026-05-07
ORD001392,Joseph Davis,Central,P007,Noise Cancelling Headphones,199.99,5,2026-05-18
ORD001393,Kimberly Robinson,North,P001,Wireless Mouse,19.99,3,2026-06-24
ORD001394,Destiny Lee,West,P002,Mechanical Keyboard,89.99,4,2026-06-26
ORD001395,Tracy Wells,East,P007,Noise Cancelling Headphones,199.99,5,2026-05-01
ORD001396,Amanda Newman,Central,P003,USB-C Hub,34.5,5,2026-05-11
